Psalter,Psalter Book,Psalm,Version,Meter,Canto,CantoID,Paragraph,StanzaQuartrain,LineIndent,LineNum,VerseNum,SpanText
1650 Psalter,Book 3 (Psalm 73-89),86,First,"8,6,8,6",Ps. 86:14-17,4,6,12,N,45,14,"O God, the proud against me rise,"
1650 Psalter,Book 3 (Psalm 73-89),86,First,"8,6,8,6",Ps. 86:14-17,4,6,12,Y,46,14,"and vi'lent men have met,"
1650 Psalter,Book 3 (Psalm 73-89),86,First,"8,6,8,6",Ps. 86:14-17,4,6,12,N,47,14,That for my soul have sought; and thee
1650 Psalter,Book 3 (Psalm 73-89),86,First,"8,6,8,6",Ps. 86:14-17,4,6,12,Y,48,14,before them have not set.
1650 Psalter,Book 3 (Psalm 73-89),86,First,"8,6,8,6",Ps. 86:14-17,4,7,13,N,49,15,"But thou art full of pity, Lord,"
1650 Psalter,Book 3 (Psalm 73-89),86,First,"8,6,8,6",Ps. 86:14-17,4,7,13,Y,50,15,"a God most gracious,"
1650 Psalter,Book 3 (Psalm 73-89),86,First,"8,6,8,6",Ps. 86:14-17,4,7,13,N,51,15,"Long-suffering, and in thy truth"
1650 Psalter,Book 3 (Psalm 73-89),86,First,"8,6,8,6",Ps. 86:14-17,4,7,13,Y,52,15,and mercy plenteous.
1650 Psalter,Book 3 (Psalm 73-89),86,First,"8,6,8,6",Ps. 86:14-17,4,7,14,N,53,16,"O turn to me thy countenance,"
1650 Psalter,Book 3 (Psalm 73-89),86,First,"8,6,8,6",Ps. 86:14-17,4,7,14,Y,54,16,and mercy on me have;
1650 Psalter,Book 3 (Psalm 73-89),86,First,"8,6,8,6",Ps. 86:14-17,4,7,14,N,55,16,"Thy servant strengthen, and the son"
1650 Psalter,Book 3 (Psalm 73-89),86,First,"8,6,8,6",Ps. 86:14-17,4,7,14,Y,56,16,of thine own handmaid save.
1650 Psalter,Book 3 (Psalm 73-89),86,First,"8,6,8,6",Ps. 86:14-17,4,8,15,N,57,17,"Shew me a sign for good, that they"
1650 Psalter,Book 3 (Psalm 73-89),86,First,"8,6,8,6",Ps. 86:14-17,4,8,15,Y,58,17,"which do me hate may see,"
1650 Psalter,Book 3 (Psalm 73-89),86,First,"8,6,8,6",Ps. 86:14-17,4,8,15,N,59,17,"And be asham'd; because thou, Lord,"
1650 Psalter,Book 3 (Psalm 73-89),86,First,"8,6,8,6",Ps. 86:14-17,4,8,15,Y,60,17,didst help and comfort me.
1650 Psalter,Book 3 (Psalm 73-89),87,First,"8,6,8,6",Ps. 87:1-7,1,1,1,N,1,1,Upon the hills of holiness
1650 Psalter,Book 3 (Psalm 73-89),87,First,"8,6,8,6",Ps. 87:1-7,1,1,1,Y,2,1,he his foundation sets.
1650 Psalter,Book 3 (Psalm 73-89),87,First,"8,6,8,6",Ps. 87:1-7,1,1,1,N,3,2,"God, more than Jacob's dwellings all,"
1650 Psalter,Book 3 (Psalm 73-89),87,First,"8,6,8,6",Ps. 87:1-7,1,1,1,Y,4,2,delights in Sion's gates.
1650 Psalter,Book 3 (Psalm 73-89),87,First,"8,6,8,6",Ps. 87:1-7,1,1,2,N,5,3,"Things glorious are said of thee,"
1650 Psalter,Book 3 (Psalm 73-89),87,First,"8,6,8,6",Ps. 87:1-7,1,1,2,Y,6,3,thou city of the Lord.
1650 Psalter,Book 3 (Psalm 73-89),87,First,"8,6,8,6",Ps. 87:1-7,1,1,2,N,7,4,"Rahab and Babel I, to those"
1650 Psalter,Book 3 (Psalm 73-89),87,First,"8,6,8,6",Ps. 87:1-7,1,1,2,Y,8,4,"that know me, will record:"
1650 Psalter,Book 3 (Psalm 73-89),87,First,"8,6,8,6",Ps. 87:1-7,1,2,3,N,9,4,"Behold ev'n Tyrus, and with it"
1650 Psalter,Book 3 (Psalm 73-89),87,First,"8,6,8,6",Ps. 87:1-7,1,2,3,Y,10,4,"the land of Palestine,"
1650 Psalter,Book 3 (Psalm 73-89),87,First,"8,6,8,6",Ps. 87:1-7,1,2,3,N,11,4,And likewise Ethiopia;
1650 Psalter,Book 3 (Psalm 73-89),87,First,"8,6,8,6",Ps. 87:1-7,1,2,3,Y,12,4,this man was born therein.
1650 Psalter,Book 3 (Psalm 73-89),87,First,"8,6,8,6",Ps. 87:1-7,1,2,4,N,13,5,"And it of Sion shall be said,"
1650 Psalter,Book 3 (Psalm 73-89),87,First,"8,6,8,6",Ps. 87:1-7,1,2,4,Y,14,5,This man and that man there
1650 Psalter,Book 3 (Psalm 73-89),87,First,"8,6,8,6",Ps. 87:1-7,1,2,4,N,15,5,Was born; and he that is most High
1650 Psalter,Book 3 (Psalm 73-89),87,First,"8,6,8,6",Ps. 87:1-7,1,2,4,Y,16,5,himself shall stablish her.
1650 Psalter,Book 3 (Psalm 73-89),87,First,"8,6,8,6",Ps. 87:1-7,1,3,5,N,17,6,"When God the people writes, he'll count"
1650 Psalter,Book 3 (Psalm 73-89),87,First,"8,6,8,6",Ps. 87:1-7,1,3,5,Y,18,6,that this man born was there.
1650 Psalter,Book 3 (Psalm 73-89),87,First,"8,6,8,6",Ps. 87:1-7,1,3,5,N,19,7,There be that sing and play; and all
1650 Psalter,Book 3 (Psalm 73-89),87,First,"8,6,8,6",Ps. 87:1-7,1,3,5,Y,20,7,my well-springs in thee are.
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:1-7,1,1,1,N,1,1,"Lord God, my Saviour, day and night"
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:1-7,1,1,1,Y,2,1,before thee cry'd have I.
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:1-7,1,1,1,N,3,2,Before thee let my prayer come;
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:1-7,1,1,1,Y,4,2,give ear unto my cry.
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:1-7,1,1,2,N,5,3,For troubles great do fill my soul;
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:1-7,1,1,2,Y,6,3,my life draws nigh the grave.
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:1-7,1,1,2,N,7,4,I'm counted with those that go down
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:1-7,1,1,2,Y,8,4,"to pit, and no strength have."
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:1-7,1,2,3,N,9,5,"Ev'n free among the dead, like them"
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:1-7,1,2,3,Y,10,5,that slain in grave do lie;
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:1-7,1,2,3,N,11,5,"Cut off from thy hand, whom no more"
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:1-7,1,2,3,Y,12,5,thou hast in memory.
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:1-7,1,2,4,N,13,6,"Thou hast me laid in lowest pit,"
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:1-7,1,2,4,Y,14,6,in deeps and darksome caves.
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:1-7,1,2,4,N,15,7,"Thy wrath lies hard on me, thou hast"
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:1-7,1,2,4,Y,16,7,me press'd with all thy waves.
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:8-12,2,3,5,N,17,8,"Thou hast put far from me my friends,"
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:8-12,2,3,5,Y,18,8,thou mad'st them to abhor me;
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:8-12,2,3,5,N,19,8,"And I am so shut up, that I"
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:8-12,2,3,5,Y,20,8,find no evasion for me.
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:8-12,2,3,6,N,21,9,By reason of affliction
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:8-12,2,3,6,Y,22,9,mine eye mourns dolefully:
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:8-12,2,3,6,N,23,9,"To thee, Lord, do I call, and stretch"
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:8-12,2,3,6,Y,24,9,my hands continually.
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:8-12,2,4,7,N,25,10,Wilt thou shew wonders to the dead?
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:8-12,2,4,7,Y,26,10,"shall they rise, and thee bless?"
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:8-12,2,4,7,N,27,11,Shall in the grave thy love be told?
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:8-12,2,4,7,Y,28,11,in death thy faithfulness?
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:8-12,2,4,8,N,29,12,"Shall thy great wonders in the dark,"
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:8-12,2,4,8,Y,30,12,or shall thy righteousness
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:8-12,2,4,8,N,31,12,Be known to any in the land
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:8-12,2,4,8,Y,32,12,of deep forgetfulness?
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:13-18,3,5,9,N,33,13,"But, Lord, to thee I cry'd; my pray'r"
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:13-18,3,5,9,Y,34,13,at morn prevent shall thee.
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:13-18,3,5,9,N,35,14,"Why, Lord, dost thou cast off my soul,"
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:13-18,3,5,9,Y,36,14,and hid'st thy face from me?
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:13-18,3,5,10,N,37,15,"Distress'd am I, and from my youth"
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:13-18,3,5,10,Y,38,15,I ready am to die;
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:13-18,3,5,10,N,39,15,"Thy terrors I have borne, and am"
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:13-18,3,5,10,Y,40,15,distracted fearfully.
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:13-18,3,6,11,N,41,16,The dreadful fierceness of thy wrath
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:13-18,3,6,11,Y,42,16,quite over me doth go:
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:13-18,3,6,11,N,43,16,"Thy terrors great have cut me off,"
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:13-18,3,6,11,Y,44,16,they did pursue me so.
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:13-18,3,6,12,N,45,17,"For round about me ev'ry day,"
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:13-18,3,6,12,Y,46,17,"like water, they did roll;"
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:13-18,3,6,12,N,47,17,"And, gathering together, they"
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:13-18,3,6,12,Y,48,17,have compassed my soul.
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:13-18,3,7,13,N,49,18,"My friends thou hast put far from me,"
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:13-18,3,7,13,Y,50,18,and him that did me love;
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:13-18,3,7,13,N,51,18,And those that mine acquaintance were
1650 Psalter,Book 3 (Psalm 73-89),88,First,"8,6,8,6",Ps. 88:13-18,3,7,13,Y,52,18,to darkness didst remove.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:1-4,1,1,1,N,1,1,God's mercies I will ever sing;
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:1-4,1,1,1,Y,2,1,and with my mouth I shall
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:1-4,1,1,1,N,3,1,Thy faithfulness make to be known
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:1-4,1,1,1,Y,4,1,to generations all.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:1-4,1,1,2,N,5,2,"For mercy shall be built, said I,"
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:1-4,1,1,2,Y,6,2,for ever to endure;
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:1-4,1,1,2,N,7,2,"Thy faithfulness, ev'n in the heav'ns,"
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:1-4,1,1,2,Y,8,2,thou wilt establish sure.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:1-4,1,2,3,N,9,3,I with my chosen One have made
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:1-4,1,2,3,Y,10,3,a cov'nant graciously;
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:1-4,1,2,3,N,11,3,"And to my servant, whom I lov'd,"
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:1-4,1,2,3,Y,12,3,to David sworn have I;
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:1-4,1,2,4,N,13,4,That I thy seed establish shall
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:1-4,1,2,4,Y,14,4,"for ever to remain,"
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:1-4,1,2,4,N,15,4,And will to generations all
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:1-4,1,2,4,Y,16,4,thy throne build and maintain.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:5-7,2,3,5,N,17,5,"The praises of thy wonders, Lord,"
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:5-7,2,3,5,Y,18,5,the heavens shall express;
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:5-7,2,3,5,N,19,5,And in the congregation
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:5-7,2,3,5,Y,20,5,of saints thy faithfulness.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:5-7,2,3,6,N,21,6,For who in heaven with the Lord
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:5-7,2,3,6,Y,22,6,may once himself compare?
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:5-7,2,3,6,N,23,6,Who is like God among the sons
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:5-7,2,3,6,Y,24,6,of those that mighty are?
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:5-7,2,4,7,N,25,7,Great fear in meeting of the saints
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:5-7,2,4,7,Y,26,7,is due unto the Lord;
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:5-7,2,4,7,N,27,7,And he of all about him should
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:5-7,2,4,7,Y,28,7,with rev'rence be ador'd.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:8-10,3,4,8,N,29,8,"O thou that art the Lord of hosts,"
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:8-10,3,4,8,Y,30,8,what Lord in mightiness
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:8-10,3,4,8,N,31,8,Is like to thee? who compass'd round
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:8-10,3,4,8,Y,32,8,art with thy faithfulness.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:8-10,3,5,9,N,33,9,Ev'n in the raging of the sea
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:8-10,3,5,9,Y,34,9,thou over it dost reign;
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:8-10,3,5,9,N,35,9,"And when the waves thereof do swell,"
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:8-10,3,5,9,Y,36,9,thou stillest them again.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:8-10,3,5,10,N,37,10,"Rahab in pieces thou didst break,"
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:8-10,3,5,10,Y,38,10,like one that slaughter'd is;
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:8-10,3,5,10,N,39,10,And with thy mighty arm thou hast
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:8-10,3,5,10,Y,40,10,dispers'd thine enemies.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:11-14,4,6,11,N,41,11,"The heav'ns are thine, thou for thine own"
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:11-14,4,6,11,Y,42,11,the earth dost also take;
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:11-14,4,6,11,N,43,11,"The world, and fulness of the same,"
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:11-14,4,6,11,Y,44,11,thy pow'r did found and make.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:11-14,4,6,12,N,45,12,The north and south from thee alone
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:11-14,4,6,12,Y,46,12,their first beginning had;
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:11-14,4,6,12,N,47,12,Both Tabor mount and Hermon hill
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:11-14,4,6,12,Y,48,12,shall in thy name be glad.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:11-14,4,7,13,N,49,13,"Thou hast an arm that's full of pow'r,"
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:11-14,4,7,13,Y,50,13,thy hand is great in might;
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:11-14,4,7,13,N,51,13,And thy right hand exceedingly
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:11-14,4,7,13,Y,52,13,exalted is in height.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:11-14,4,7,14,N,53,14,Justice and judgment of thy throne
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:11-14,4,7,14,Y,54,14,are made the dwelling-place;
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:11-14,4,7,14,N,55,14,"Mercy, accompany'd with truth,"
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:11-14,4,7,14,Y,56,14,shall go before thy face.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:15-18,5,8,15,N,57,15,O greatly bless'd the people are
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:15-18,5,8,15,Y,58,15,the joyful sound that know;
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:15-18,5,8,15,N,59,15,"In brightness of thy face, O Lord,"
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:15-18,5,8,15,Y,60,15,they ever on shall go.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:15-18,5,8,16,N,61,16,They in thy name shall all the day
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:15-18,5,8,16,Y,62,16,rejoice exceedingly;
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:15-18,5,8,16,N,63,16,And in thy righteousness shall they
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:15-18,5,8,16,Y,64,16,exalted be on high.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:15-18,5,9,17,N,65,17,Because the glory of their strength
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:15-18,5,9,17,Y,66,17,doth only stand in thee;
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:15-18,5,9,17,N,67,17,And in thy favour shall our horn
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:15-18,5,9,17,Y,68,17,and pow'r exalted be.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:15-18,5,9,18,N,69,18,For God is our defence; and he
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:15-18,5,9,18,Y,70,18,to us doth safety bring:
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:15-18,5,9,18,N,71,18,The Holy One of Israel
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:15-18,5,9,18,Y,72,18,is our almighty King.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:19-23,6,10,19,N,73,19,In vision to thy Holy One
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:19-23,6,10,19,Y,74,19,"thou saidst, I help upon"
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:19-23,6,10,19,N,75,19,A strong one laid; out of the folk
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:19-23,6,10,19,Y,76,19,I rais'd a chosen one;
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:19-23,6,10,20,N,77,20,"Ev'n David, I have found him out"
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:19-23,6,10,20,Y,78,20,a servant unto me;
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:19-23,6,10,20,N,79,20,And with my holy oil my King
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:19-23,6,10,20,Y,80,20,anointed him to be.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:19-23,6,11,21,N,81,21,With whom my hand shall stablish'd be;
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:19-23,6,11,21,Y,82,21,mine arm shall make him strong.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:19-23,6,11,21,N,83,22,"On him the foe shall not exact,"
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:19-23,6,11,21,Y,84,22,nor son of mischief wrong.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:19-23,6,11,22,N,85,23,I will beat down before his face
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:19-23,6,11,22,Y,86,23,all his malicious foes;
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:19-23,6,11,22,N,87,23,I will them greatly plague who do
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:19-23,6,11,22,Y,88,23,with hatred him oppose.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:24-29,7,12,23,N,89,24,My mercy and my faithfulness
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:24-29,7,12,23,Y,90,24,with him yet still shall be;
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:24-29,7,12,23,N,91,24,And in my name his horn and pow'r
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:24-29,7,12,23,Y,92,24,men shall exalted see.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:24-29,7,12,24,N,93,25,His hand and pow'r shall reach afar;
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:24-29,7,12,24,Y,94,25,I'll set it in the sea;
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:24-29,7,12,24,N,95,25,And his right hand established
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:24-29,7,12,24,Y,96,25,shall in the rivers be.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:24-29,7,13,25,N,97,26,"Thou art my Father, he shall cry,"
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:24-29,7,13,25,Y,98,26,thou art my God alone;
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:24-29,7,13,25,N,99,26,"And he shall say, Thou art the Rock"
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:24-29,7,13,25,Y,100,26,of my salvation.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:24-29,7,13,26,N,101,27,"I'll make him my first-born, more high"
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:24-29,7,13,26,Y,102,27,than kings of any land.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:24-29,7,13,26,N,103,28,"My love I'll ever keep for him,"
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:24-29,7,13,26,Y,104,28,my cov'nant fast shall stand.
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:24-29,7,14,27,N,105,29,His seed I by my pow'r will make
1650 Psalter,Book 3 (Psalm 73-89),89,First,"8,6,8,6",Ps. 89:24-29,7,14,27,Y,106,29,for ever to endure;
